Term;Scientific Name;Type;workId;WordsFrame;Sentence
jack;Esox lucius;organism;PG10027;31.0;"""why, i thought it was only masters did that,"" said jack vance."
birch;Betula;organism;PG10027;31.0;it was very different from the cosy little bedrooms at the birches, but the three friends were glad to be allowed to undress in peace and quiet, and had scrambled safely into bed some time before the prefect put in an appearance to turn out the light.
birch;Betula;organism;PG10027;32.0;there was plenty to engage their attention, and much that was new and singular after their comparatively quiet playground at the birches.
jack;Esox lucius;organism;PG10027;32.0;jack vance, diggory, and mugford sat together at the first desk, just in front of the master's table, and were soon busy in proving their previous acquaintance with the latin grammar.
jack;Esox lucius;organism;PG10027;32.0;jack vance looked at mugford, and mugford looked at diggory.
cucumber;Cucumis sativus;organism;PG10027;32.0;young noaks, however, walked up cool as a cucumber, and holding out his hand said,--
jack;Esox lucius;organism;PG10027;32.0;"""i say,"" he continued, addressing jack vance, ""were you at todderton these holidays?"
jack;Esox lucius;organism;PG10027;32.0;"""the last time i saw you,"" returned jack, in rather a bitter tone, ""was when you came to spoil our fireworks, and we collared you in the shed."""
jack;Esox lucius;organism;PG10027;33.0;"""it was no such thing,"" answered jack."
fox;Vulpes;organism;PG10027;33.0;"""i'm sure i shouldn't fly into a wax if you called fox or old phillips a fool."
animal;Animalia;organism;PG10027;33.0;they certainly were an amusing lot of little animals, and diggory and his companions coming into the classroom rather late, and before the entrance of the master, saw them for the first time to full advantage.
jack;Esox lucius;organism;PG10027;34.0;down in the box-room, a good-sized apartment boarded off from the gymnasium, jack vance was serving out a ration of plum-cake to a select party, consisting of his two chums and carton, when the ex-philistine strolled up and joined himself to the group.
sheep;Ovis aries;organism;PG10027;34.0;noaks certainly seemed to have discovered a chum in the black sheep of the upper fourth, and the triple alliance began to congratulate themselves that he would trouble them no further.
jack;Esox lucius;organism;PG10027;35.0;"""old mug is rather a fool,"" remarked jack vance to diggory a few hours later, ""he ought to have seen through that."
jack;Esox lucius;organism;PG10027;35.0;"jack vance and diggory soon became popular members of ""the happy family,"" and their loyalty to mugford caused the latter's path to be much smoother than it probably would have been had he been compelled to tread it alone."
rat;Rattus;organism;PG10027;35.0;"""rats,"" took a great fancy to jack, while maxton repeated his assertion that young trevanock was ""the right sort,"" and as a further mark of his favour presented the new-comer with a moleskin of his own curing, which looked very nice, but, as ""rats"" put it, ""smelt rather fruity."""
jack;Esox lucius;organism;PG10027;35.0;"""rats,"" took a great fancy to jack, while maxton repeated his assertion that young trevanock was ""the right sort,"" and as a further mark of his favour presented the new-comer with a moleskin of his own curing, which looked very nice, but, as ""rats"" put it, ""smelt rather fruity."""
bat;Chiroptera;organism;PG10027;36.0;"an array of silver cups, several photographs of cricket and football teams, and a miscellaneous pile of bats, fencing-sticks, indian clubs, etc., standing in one corner, all spoke of the athlete, while carelessly thrown down on the top of a cupboard was an article for the possession of which many a, boy would have bartered the whole of his worldly wealth--a bit of worn blue velvet and the tarnished remnant of what had once been a gold tassel--the ""footer cap"" of ronleigh college."
cricket;Gryllidae;organism;PG10027;36.0;"an array of silver cups, several photographs of cricket and football teams, and a miscellaneous pile of bats, fencing-sticks, indian clubs, etc., standing in one corner, all spoke of the athlete, while carelessly thrown down on the top of a cupboard was an article for the possession of which many a, boy would have bartered the whole of his worldly wealth--a bit of worn blue velvet and the tarnished remnant of what had once been a gold tassel--the ""footer cap"" of ronleigh college."
birch;Betula;organism;PG10027;36.0;you were at the birches, that school near chatford, weren't you?
lion;Panthera leo;organism;PG10027;36.0;it was an awful thing to beard the lion in his den--for a new boy to face so great a personage as the football captain, and refuse point-blank to do as he was told.
jack;Esox lucius;organism;PG10027;37.0;the subject of this remark hurried away, and had just joined the crowd of boys who were thronging into the big school for assembly, when some one took hold of his arm, and glancing round he was startled to see jack vance, looking very excited and dishevelled, and mopping his mouth with a blood-stained handkerchief.
beast;Animalia;organism;PG10027;37.0;i went to the rescue, and the beast hit me with the back of his hand here on the mouth.
jack;Esox lucius;organism;PG10027;37.0;it is probable that, if this had happened at horace house, jack vance would have received a good licking as soon as the classes were dismissed, but a few very plain and forcible words spoken by rowlands on the subject of knocking small boys about caused noaks to postpone his retaliation.
jack;Esox lucius;organism;PG10027;37.0;"""look here,"" he said, meeting jack vance in the quadrangle during the interval,""just you keep your mouth shut about me and my father."
rat;Rattus;organism;PG10027;37.0;"""you must come,"" said ""rats"" to diggory, ""it'll be an awful lark."""
rat;Rattus;organism;PG10027;37.0;"""rats,"" beaming with delight, ""and i have got a whole heap of paper bags i'm going to burst while fletcher's speaking."""
brick;Thunbergia mysorensis;organism;PG10027;37.0;"the ""old lab,"" as it was called, was a small brick building which stood on one side of the asphalt playground."
rat;Rattus;organism;PG10027;38.0;blowing up another bag, which caused a fresh burst of laughter.
cuckoo;Cuculidae;organism;PG10027;38.0;"""no, you cuckoo!"
rat;Rattus;organism;PG10027;38.0;"""look here, young 'rats,' if you burst any more of those bags i'll come down and burst your head."
bat;Chiroptera;organism;PG10027;38.0;one facetious class-mate, standing close to the sink, offered to sell him by auction, and hammering on the stones with the fragment of a bat handle, knocked him down for threepence to another joker, who said he'd do for a pen-wiper.
rat;Rattus;organism;PG10027;38.0;"""the magazine is to be written on exercise-book paper,"" began bibbs, and had only got thus far when he was interrupted by a perfect salvo of paper bags which little ""rats"" discharged in quick succession."
rat;Rattus;organism;PG10027;38.0;"the majority of those present siding with ""rats,"" began to hustle fletcher, while two gentlemen having dragged bibbs from his perch, jumped up in his stead, and began to execute a clog-dance."
perch;Percinae;organism;PG10027;38.0;"the majority of those present siding with ""rats,"" began to hustle fletcher, while two gentlemen having dragged bibbs from his perch, jumped up in his stead, and began to execute a clog-dance."
rat;Rattus;organism;PG10027;40.0;"""rats."""
birch;Betula;organism;PG10027;40.0;they wrote letters to miss eleanor and to their former schoolfellows, and received in reply the latest news from the birches.
jack;Esox lucius;organism;PG10027;40.0;"""oh, he's all right,"" answered jack vance, ""that row's blown over now."
jack;Esox lucius;organism;PG10027;40.0;"""i shall go home,"" said jack vance to his two chums, ""todderton's only about half an hour's ride from here on the railway."
jack;Esox lucius;organism;PG10027;40.0;"""of course she will, if i ask her,"" answered jack, and straightway sat down to write the letter."
jack;Esox lucius;organism;PG10027;40.0;"at length saturday came, and as soon as morning school was over they rushed upstairs to change into their best clothes, and having crammed their night-shirts, brushes and combs, etc., into a hand-bag, hurried off to the railway station, in order that they might, as jack put it, ""be home in time for dinner."""
jack;Esox lucius;organism;PG10027;40.0;said jack.
jack;Esox lucius;organism;PG10027;40.0;jack vance lived in the suburbs of todderton, about twenty minutes' walk from the railway, but for all that he managed to carry out his intention of being home in time for dinner, and the three boys, after receiving a hearty welcome, were soon seated down to a repast which came very acceptable after seven weeks of school fare.
jack;Esox lucius;organism;PG10027;40.0;"""jack,"" said mr. vance, ""you know that house that was to let just on the other side of the hermitage?"
jack;Esox lucius;organism;PG10027;40.0;"""he isn't my friend,"" answered jack."
jack;Esox lucius;organism;PG10027;41.0;said jack, speaking with his mouth pretty full,
jack;Esox lucius;organism;PG10027;41.0;the conversation turned on other topics, and when at length they rose from the table, jack proposed a stroll round the garden.
jack;Esox lucius;organism;PG10027;41.0;there were many things to see--some pet rabbits, a swing, and an old summer-house, which jack, being, we should say, of a decidedly nautical turn of mind, had turned into a sort of miniature shipbuilding yard for the construction of model vessels, though at present the chief use to which the place seemed to have been put was the production of a great amount of chips and shavings.
rabbit;Lagomorpha;organism;PG10027;41.0;there were many things to see--some pet rabbits, a swing, and an old summer-house, which jack, being, we should say, of a decidedly nautical turn of mind, had turned into a sort of miniature shipbuilding yard for the construction of model vessels, though at present the chief use to which the place seemed to have been put was the production of a great amount of chips and shavings.
brick;Thunbergia mysorensis;organism;PG10027;41.0;they strolled off down the path, and soon reached a long stretch of brick wall, the top of which was thickly covered with fragments of broken bottles.
jack;Esox lucius;organism;PG10027;41.0;"""there's a place down at the other end where we can get over,"" said jack."
tree;Tracheophyta;organism;PG10027;41.0;the hermitage was surrounded on all sides by a thick mass of shrubs and trees, through which a moment later the triple alliance were cautiously threading their way.
bush;Viburnum plicatum;organism;PG10027;41.0;emerging from the bushes, they found themselves standing on a gravel path, green with moss and weeds, which ran round the house--a queer, dilapidated-looking building, which seemed sadly in want of repair,the plaster was cracked and discoloured, while the doors and windows had long stood in need of a fresh coating of paint.
moss;Bryophyta;organism;PG10027;41.0;emerging from the bushes, they found themselves standing on a gravel path, green with moss and weeds, which ran round the house--a queer, dilapidated-looking building, which seemed sadly in want of repair,the plaster was cracked and discoloured, while the doors and windows had long stood in need of a fresh coating of paint.
jack;Esox lucius;organism;PG10027;41.0;"""oh, it's all right, there's nobody about,"" answered jack."
jack;Esox lucius;organism;PG10027;41.0;"""oh, there's no fear of that,"" answered jack, who was always infected with the adventurous spirit of his chum."
jack;Esox lucius;organism;PG10027;41.0;jack vance joined him immediately, and mugford, not wishing to be left alone outside, was not long in making up his mind to follow his companions.
mahogany;Swietenia;organism;PG10027;42.0;book-shelves, and cupboards with glass doors, containing geological and other specimens, occupied much of the wall space, while in the centre of the floor stood a large writing-table, covered with a miscellaneous collection of pens, ink-pots, bundles of papers, and a polished mahogany box which could easily be recognized as a microscope-case.
jack;Esox lucius;organism;PG10027;42.0;"""i say,"" exclaimed jack vance, ""look there,he don't seem very careful how he leaves his things when he goes away."""
turnip;Brassica rapa;organism;PG10027;42.0;the loud ticking of mugford's old turnip of a watch was distinctly audible in the silence which followed.
jack;Esox lucius;organism;PG10027;42.0;ages seemed to pass while jack vance and mugford stood in the dark passage awaiting their companion's return.
jack;Esox lucius;organism;PG10027;42.0;"""you are a great ass, diggy, to go giving us a start like that,"" said jack, as they paused for a moment to take breath before returning to the house."
jack;Esox lucius;organism;PG10027;42.0;jack's father rose from his chair, remarking, in a jocular manner,
dog;Canis lupus familiaris;organism;PG10027;42.0;"""did either of you hear the dog bark last night?"""
dog;Canidae;organism;PG10027;42.0;"""did either of you hear the dog bark last night?"""
jack;Esox lucius;organism;PG10027;42.0;jack stared at mugford, and mugford stared at diggory, but none of them spoke.
jack;Esox lucius;organism;PG10027;43.0;asked jack faintly.
jack;Esox lucius;organism;PG10027;43.0;diggory and mugford slept together in the same room, jack followed them in and closed the door.
jack;Esox lucius;organism;PG10027;43.0;"""look here, jack,i was the one who proposed going inside the place, shall i tell your guv'nor?"""
jack;Esox lucius;organism;PG10027;43.0;"and a swarm of long-legged policemen, who forced their way into the third form classroom at ronleigh, and handcuffed the unfortunate trio in the very bosom of ""the happy family."""
jack;Esox lucius;organism;PG10027;43.0;"""upon my word,"" said jack, ""i feel funky to show my nose outside our gate, just as if i really had prigged those wretched coins."
jack;Esox lucius;organism;PG10027;43.0;regarding this as an overture of friendship after their recent encounter, jack vance replied in an equally amicable manner, and after a few common-place remarks the party relapsed into silence.
birch;Betula;organism;PG10027;44.0;the triple alliance recognized it in a moment as one of the articles that had been rescued from mugford's sale at the birches, in fact, the owner's name appeared plainly engraved on the small brass plate.
jack;Esox lucius;organism;PG10027;44.0;"""look here, noaks,"" cried jack vance, in a fit of desperation, ""what are you going to do?"
jack;Esox lucius;organism;PG10027;44.0;"see here, mr. vance,"" he continued, rounding on jack with a sudden snarl, ""you were good enough some little time ago to make some very caddish remarks about my father, in the future you'd better keep your mouth shut."
jack;Esox lucius;organism;PG10027;44.0;mugford, jack, and diggory gazed at one another for a moment with anything but a happy look on their faces.
rat;Rattus;organism;PG10027;44.0;"hardly had they done so when they heard their names called, and turning round beheld the small figure of ""rats"" rushing forward to meet them."
rat;Rattus;organism;PG10027;44.0;"for the time being the three friends forgot their own troubles in their eagerness to hear ""rat's"" description of certain events which had happened during their absence from ronleigh."
hare;Lepus;organism;PG10027;44.0;you know we had the paper-chase this morning, and the hares ran out to arrow hill, and back again round by the canal and birksam church.
swan;Labiostrombus epidromis;organism;PG10027;44.0;there's a little 'pub' about half a mile out of chatton called the black swan, and he thought he'd call and ask if they'd seen the fellows pass.
black swan;Cygnus atratus atratus;organism;PG10027;44.0;there's a little 'pub' about half a mile out of chatton called the black swan, and he thought he'd call and ask if they'd seen the fellows pass.
swan;Anserinae;organism;PG10027;44.0;there's a little 'pub' about half a mile out of chatton called the black swan, and he thought he'd call and ask if they'd seen the fellows pass.
swan;Labiostrombus epidromis;organism;PG10027;45.0;"on entering the school buildings, our three friends were convinced of the truth of their comrade's story, and on their way to the schoolroom the question was repeated at least half a dozen times--""have you heard about old 'thirsty' being cobbed in the black swan?"""
black swan;Cygnus atratus atratus;organism;PG10027;45.0;"on entering the school buildings, our three friends were convinced of the truth of their comrade's story, and on their way to the schoolroom the question was repeated at least half a dozen times--""have you heard about old 'thirsty' being cobbed in the black swan?"""
swan;Anserinae;organism;PG10027;45.0;"on entering the school buildings, our three friends were convinced of the truth of their comrade's story, and on their way to the schoolroom the question was repeated at least half a dozen times--""have you heard about old 'thirsty' being cobbed in the black swan?"""
beast;Animalia;organism;PG10027;45.0;"""big fletcher's a beast."
dog;Canis lupus familiaris;organism;PG10027;45.0;"the real thing is he's going to the dogs, and, as allingford says, he ought to resign."""
dog;Canidae;organism;PG10027;45.0;"the real thing is he's going to the dogs, and, as allingford says, he ought to resign."""
hornet;Vespa;organism;PG10027;45.0;"""but i say, young man, you seem to have raised a pretty good hornets' nest about your ears along this corridor."""
robin;Erithacus;organism;PG10027;45.0;"said fletcher, ""that's a nice sort of a round robin, don't you call it?"
swan;Labiostrombus epidromis;organism;PG10027;45.0;"look here,you were the one who proposed going into the black swan this morning, and when young mouler said allingford was coming, you slipped out of the back door and left us to face the shindy."""
black swan;Cygnus atratus atratus;organism;PG10027;45.0;"look here,you were the one who proposed going into the black swan this morning, and when young mouler said allingford was coming, you slipped out of the back door and left us to face the shindy."""
swan;Anserinae;organism;PG10027;45.0;"look here,you were the one who proposed going into the black swan this morning, and when young mouler said allingford was coming, you slipped out of the back door and left us to face the shindy."""
swan;Labiostrombus epidromis;organism;PG10027;46.0;the latter, following either his own inclination or the advice of his chum, decided not to resign his position as a prefect, and in a few days' time the majority of the school had wellnigh forgotten the fracas at the black swan.
black swan;Cygnus atratus atratus;organism;PG10027;46.0;the latter, following either his own inclination or the advice of his chum, decided not to resign his position as a prefect, and in a few days' time the majority of the school had wellnigh forgotten the fracas at the black swan.
swan;Anserinae;organism;PG10027;46.0;the latter, following either his own inclination or the advice of his chum, decided not to resign his position as a prefect, and in a few days' time the majority of the school had wellnigh forgotten the fracas at the black swan.
gull;Larus;organism;PG10027;46.0;"and now he's hand and glove with those chaps hawley and gull in the fifth, they've both got heaps of money, but they're frightful cads."""
gull;Larinae;organism;PG10027;46.0;"and now he's hand and glove with those chaps hawley and gull in the fifth, they've both got heaps of money, but they're frightful cads."""
jack;Esox lucius;organism;PG10027;46.0;he was about to push past them without speaking, then, seeming suddenly to change his mind, he pulled up, took something from his pocket, and handing it to jack vance, said shortly,--
jack;Esox lucius;organism;PG10027;46.0;jack read it out loud for the edification of his two companions.
jack;Esox lucius;organism;PG10027;46.0;"""i wish i'd told my guv'nor,"" muttered jack vance."
jack;Esox lucius;organism;PG10027;47.0;in answer to the eager inquiries of his two companions, jack vance said that he had seen nothing of noaks during the holidays, except having passed him on one or two occasions in the street.
jack;Esox lucius;organism;PG10027;47.0;"""oh, i don't know,"" answered jack."
gull;Larus;organism;PG10027;47.0;"""he's too much taken up with mouler and gull and all that lot to think about us."
gull;Larinae;organism;PG10027;47.0;"""he's too much taken up with mouler and gull and all that lot to think about us."
swan;Labiostrombus epidromis;organism;PG10027;47.0;it was pretty evident, to the most casual observer, that the quarrel which the black swan incident had occasioned between thurston and his brother prefects had not yet been dismissed from the minds of either party.
black swan;Cygnus atratus atratus;organism;PG10027;47.0;it was pretty evident, to the most casual observer, that the quarrel which the black swan incident had occasioned between thurston and his brother prefects had not yet been dismissed from the minds of either party.
swan;Anserinae;organism;PG10027;47.0;it was pretty evident, to the most casual observer, that the quarrel which the black swan incident had occasioned between thurston and his brother prefects had not yet been dismissed from the minds of either party.
gull;Larus;organism;PG10027;47.0;"the former became more lax than ever in the discharge of his duties, and avoiding the society of his school equals, sought the companionship of such boys as hawley, gull, and mouler, who at length came to be known throughout the college as ""thirsty's lot."""
gull;Larinae;organism;PG10027;47.0;"the former became more lax than ever in the discharge of his duties, and avoiding the society of his school equals, sought the companionship of such boys as hawley, gull, and mouler, who at length came to be known throughout the college as ""thirsty's lot."""
cricket;Gryllidae;organism;PG10027;47.0;"so the members of ""the happy family"" pursued the even tenor of their way, getting into scrapes and scrambling out of them, feasting on pastry and ginger-beer, turning up in force on saturday afternoon to witness the cricket matches, and coming to the conclusion that though oaks and rowlands might be a trifle strict, and rather freehanded with lines and"
jack;Esox lucius;organism;PG10027;47.0;wednesday, the fourteenth of june, was jack vance's birthday, and just before morning school he expressed his intention of keeping it up in a novel manner.
rat;Rattus;organism;PG10027;48.0;"cried ""rats,"" who was standing by and overheard the project."
jack;Esox lucius;organism;PG10027;48.0;answered jack.
rat;Rattus;organism;PG10027;48.0;"""rats."""
jack;Esox lucius;organism;PG10027;48.0;jack, as we have said before, was of rather a nautical turn of mind, and occasionally, when the fit was on him, loved to interlard his conversation with seafaring expressions.
jack;Esox lucius;organism;PG10027;49.0;"""well, i can't,"" answered jack, ""the captain never ought to leave the ship."""
jack;Esox lucius;organism;PG10027;49.0;"the ""coffee-mill"" stopped, and jack vance pulled out his watch."
jack;Esox lucius;organism;PG10027;49.0;"""don't let's get off,"" said jack, ""we ought to rush her up this if we set our minds to it."""
jack;Esox lucius;organism;PG10027;49.0;there was an awful moment, when earth, sky, arms, legs, wheels, and bushes seemed all mixed together, and then jack vance found himself resting on his hands and knees in a puddle of dirty water.
bush;Viburnum plicatum;organism;PG10027;49.0;there was an awful moment, when earth, sky, arms, legs, wheels, and bushes seemed all mixed together, and then jack vance found himself resting on his hands and knees in a puddle of dirty water.
jack;Esox lucius;organism;PG10027;49.0;"""well,"" said the mate, as they proceeded to drag the machine out of the ditch, ""i should think, jack, you've celebrated your birthday about enough, now you'd better give over, or we shall all be sent home in a sack."""
jack;Esox lucius;organism;PG10027;49.0;"""yes,"" answered jack ruefully, ""and we're bound to be back late pushing this old thing all the way."
jack;Esox lucius;organism;PG10027;50.0;"the football captain was as good as his word,he got the triple alliance excused the ""impot"" which would otherwise have been awarded them for arriving at the school half an hour late, and the only misfortune which resulted from their eventful excursion was that jack vance had to expend a further portion of his postal order in paying jobling for repairing the broken chain."
brick;Thunbergia mysorensis;organism;PG10027;50.0;"""oh, thanks, you're a brick,"" he said, taking the box, and immediately closed the door and turned the key."
dog;Canis lupus familiaris;organism;PG10027;50.0;"""thirsty's going to the dogs, and i believe big fletcher's got a lot to do with it."
dog;Canidae;organism;PG10027;50.0;"""thirsty's going to the dogs, and i believe big fletcher's got a lot to do with it."
cricket;Gryllidae;organism;PG10027;50.0;the near approach of the holidays was sufficient in itself to put every one in high spirits, while, in addition to this, the afternoon was to witness the chief cricket contest of the season--the annual match against wraxby grammar school.
rat;Rattus;organism;PG10027;51.0;"""i do hope we lick them,"" said little ""rats"" to jack vance as they stood by the pavilion, watching oaks mixing some whiting for the creases,"
jack;Esox lucius;organism;PG10027;51.0;"""i do hope we lick them,"" said little ""rats"" to jack vance as they stood by the pavilion, watching oaks mixing some whiting for the creases,"
whiting;Merlangius merlangus;organism;PG10027;51.0;"""i do hope we lick them,"" said little ""rats"" to jack vance as they stood by the pavilion, watching oaks mixing some whiting for the creases,"
rat;Rattus;organism;PG10027;51.0;"continued the youthful ""rats,"" boiling with wrath, ""as if we couldn't smash them without!"
rat;Rattus;organism;PG10027;51.0;"the feelings expressed by ""rats"" as regards the result of the match were shared by the whole school, and by none more so than the members of the third form."
partridge;Perdix perdix;organism;PG10027;51.0;"""that chap with the wicket-keeping gloves in his hand is partridge, their captain,"" said carton, ""and that fellow who's putting out the single stump to bowl at is austin."
partridge;Perdicinae;organism;PG10027;51.0;"""that chap with the wicket-keeping gloves in his hand is partridge, their captain,"" said carton, ""and that fellow who's putting out the single stump to bowl at is austin."
rat;Rattus;organism;PG10027;51.0;"""no, he won't,"" cried ""rats"" excitedly."
bat;Chiroptera;organism;PG10027;51.0;there is something in the short space of time preceding the first clack of the bat at a cricket match which rivals in interest even that exciting moment at football when the centre forward stands hovering over the ball waiting for the whistle to give the signal for the contest to commence.
cricket;Gryllidae;organism;PG10027;51.0;there is something in the short space of time preceding the first clack of the bat at a cricket match which rivals in interest even that exciting moment at football when the centre forward stands hovering over the ball waiting for the whistle to give the signal for the contest to commence.
cricket;Gryllidae;organism;PG10027;51.0;it is an ideal day for cricket, with a fresh breeze blowing, just sufficient to temper the hot afternoon sunshine and cause a flutter of cricket-shirts and boundary flags.
bat;Chiroptera;organism;PG10027;51.0;"rowland takes centre, twists the handle of his bat round and round in his hands, and is heard amid the general hush to say, ""no, no trial."""
rat;Rattus;organism;PG10027;51.0;"cried ""rats."""
grass;Agrostis capillaris;organism;PG10027;52.0;tore up stalks of grass, and began to chew them with a stern expression on their faces.
grass;Poaceae;organism;PG10027;52.0;tore up stalks of grass, and began to chew them with a stern expression on their faces.
rat;Rattus;organism;PG10027;52.0;"sighed ""rats, this is nothing but a procession."""
bat;Chiroptera;organism;PG10027;52.0;he walked up to the wicket as coolly as though it were enclosed within a practice net, patted down the ground with the flat of his bat in a manner which seemed to imply that he had
poppy;Papaver;organism;PG10027;52.0;until his face was the colour of a poppy.
rat;Rattus;organism;PG10027;52.0;"""jolly fellow old thirsty,"" remarked ""rats,"" swelling with pride at this friendly recognition."
bat;Chiroptera;organism;PG10027;52.0;he dropped his bat, staggered away from the wicket, and fell forward on his knees.
cricket;Gryllidae;organism;PG10027;52.0;"to suffer for the cause of the school in a cricket or football match was a thing which, like charity, ""covered a multitude of sins."""
partridge;Perdix perdix;organism;PG10027;52.0;"allingford hurried out of the pavilion and ran towards the pitch, while partridge and a few more of the ""wraxby men gathered round their wounded opponent and helped him to his feet."
partridge;Perdicinae;organism;PG10027;52.0;"allingford hurried out of the pavilion and ran towards the pitch, while partridge and a few more of the ""wraxby men gathered round their wounded opponent and helped him to his feet."
duck;Anatidae;organism;PG10027;53.0;payne, the last man, just succeeded in cracking his duck's-egg , and the innings closed for 104.
tree;Tracheophyta;organism;PG10027;53.0;"as the fielders came trooping in, a small boy ran past the third form encampment exclaiming, ""i say, you chaps, old punch is in the lower road, over by that tree!"""
dog;Canis lupus familiaris;organism;PG10027;53.0;the ice-cream was shovelled out of a tin receptacle, and pasted in lumps on to the top of very shallow glasses, the standard price for which was one penny, and there being a scarcity of spoons, the customers usually devoured the delicacy in the same manner as a dog does a saucer of milk.
dog;Canidae;organism;PG10027;53.0;the ice-cream was shovelled out of a tin receptacle, and pasted in lumps on to the top of very shallow glasses, the standard price for which was one penny, and there being a scarcity of spoons, the customers usually devoured the delicacy in the same manner as a dog does a saucer of milk.
rat;Rattus;organism;PG10027;53.0;"cried ""rats,"" giving bibbs's elbow a sudden jerk which caused that worthy to plaster the end of his nose with the remains of his third ice."
rat;Rattus;organism;PG10027;53.0;"cried ""rats"" jubilantly, while fletcher junior gave vent to his feelings by handing bibbs's bag of sweets round to the company."
partridge;Perdix perdix;organism;PG10027;53.0;but there were still some hard nuts to be cracked in the wraxby team, and one soon appeared in partridge, the captain.
partridge;Perdicinae;organism;PG10027;53.0;but there were still some hard nuts to be cracked in the wraxby team, and one soon appeared in partridge, the captain.
partridge;Perdix perdix;organism;PG10027;53.0;two more wickets were taken, but partridge seemed to have fairly got his eye in, and gave the home team as much leather-hunting as oaks had provided for the visitors.
partridge;Perdicinae;organism;PG10027;53.0;two more wickets were taken, but partridge seemed to have fairly got his eye in, and gave the home team as much leather-hunting as oaks had provided for the visitors.
bat;Chiroptera;organism;PG10027;53.0;to make matters worse, austin, arriving on the scene sixth man in, appeared to be also possessed with a determination to carry his bat, and though he was eventually run out by a sharp throw-in from square-leg, it was not until eighty runs had been registered for the grammar school.
cricket;Gryllidae;organism;PG10027;53.0;the closing scene of the game caused an amount of excitement unparalleled in the history of ronleigh cricket.
bat;Chiroptera;organism;PG10027;54.0;as the last man of the wraxby team went in to bat, the telegraph was changed from 90 to 100.
partridge;Perdix perdix;organism;PG10027;54.0;"""over"" had just been called, and the invincible partridge stepped forward to play, evidently making up his mind for another boundary hit."
partridge;Perdicinae;organism;PG10027;54.0;"""over"" had just been called, and the invincible partridge stepped forward to play, evidently making up his mind for another boundary hit."
rat;Rattus;organism;PG10027;54.0;"""four to equal, five to beat,"" sighed ""rats."""
cricket;Gryllidae;organism;PG10027;54.0;a cricket match needs to be very narrowly watched, or the spectator whose eye has strayed for a moment from the game misses some fine piece of play.
partridge;Perdix perdix;organism;PG10027;54.0;partridge commenced the over with a hard, straight drive, and at the same instant thurston gave a little jump into the air with his right arm stretched above his head.
partridge;Perdicinae;organism;PG10027;54.0;partridge commenced the over with a hard, straight drive, and at the same instant thurston gave a little jump into the air with his right arm stretched above his head.
sheep;Ovis aries;organism;PG10027;54.0;this brilliant feat, coupled with the gallant manner in which he had continued his innings when hurt, and so enabled oaks to run up the score, caused the black sheep of the sixth form to be regarded as the hero of the day.
gull;Larus;organism;PG10027;54.0;fletcher senior, hawley, and gull sat on three sides of the small table, while thurston himself occupied the fourth.
gull;Larinae;organism;PG10027;54.0;fletcher senior, hawley, and gull sat on three sides of the small table, while thurston himself occupied the fourth.
gull;Larus;organism;PG10027;54.0;look here, gull, have you got that banjo?
banjo;Aspredo aspredo;organism;PG10027;54.0;look here, gull, have you got that banjo?
gull;Larinae;organism;PG10027;54.0;look here, gull, have you got that banjo?
gull;Larus;organism;PG10027;54.0;"""all right,"" answered gull, reaching down and picking a small five-stringed instrument off the floor, ""what'll you have?"""
gull;Larinae;organism;PG10027;54.0;"""all right,"" answered gull, reaching down and picking a small five-stringed instrument off the floor, ""what'll you have?"""
gull;Larus;organism;PG10027;54.0;"gull tuned up, struck a few chords, and then launched out into a rattling nigger song with an amount of ""go"" and clatter sufficient to inspire the hearer with an almost irresistible desire to get up and dance."
gull;Larinae;organism;PG10027;54.0;"gull tuned up, struck a few chords, and then launched out into a rattling nigger song with an amount of ""go"" and clatter sufficient to inspire the hearer with an almost irresistible desire to get up and dance."
gull;Larus;organism;PG10027;54.0;gull was just preparing to commence the fourth verse when there was a knock at the study door.
gull;Larinae;organism;PG10027;54.0;gull was just preparing to commence the fourth verse when there was a knock at the study door.
gull;Larus;organism;PG10027;55.0;"go on, gull."""
gull;Larinae;organism;PG10027;55.0;"go on, gull."""
walking-stick;Phasmatidae;organism;PG10027;55.0;the entertainment continued, and waxed more noisy than ever, the performers hammering the table with a ruler and two walking-sticks to add zest to the choruses.
gull;Larus;organism;PG10027;55.0;hawley and gull sprang to their feet with a murmur of assent, fletcher shrugged his shoulders and remained silent.
gull;Larinae;organism;PG10027;55.0;hawley and gull sprang to their feet with a murmur of assent, fletcher shrugged his shoulders and remained silent.
lion;Panthera leo;organism;PG10027;55.0;hawley and gull, following immediately in rear of their leader, sent the table, with its load of books and writing materials, over with a crash, threw the chairs into different corners of the room, and were about to scatter the contents of the bookcase over the floor, when allingford suddenly burst into the room, and stood glaring round like an angry lion.
gull;Larus;organism;PG10027;55.0;hawley and gull, following immediately in rear of their leader, sent the table, with its load of books and writing materials, over with a crash, threw the chairs into different corners of the room, and were about to scatter the contents of the bookcase over the floor, when allingford suddenly burst into the room, and stood glaring round like an angry lion.
gull;Larinae;organism;PG10027;55.0;hawley and gull, following immediately in rear of their leader, sent the table, with its load of books and writing materials, over with a crash, threw the chairs into different corners of the room, and were about to scatter the contents of the bookcase over the floor, when allingford suddenly burst into the room, and stood glaring round like an angry lion.
cricket;Gryllidae;organism;PG10027;55.0;thurston's conduct on the cricket field had clearly proved him to be no coward.
